iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
PSP,2002,2,-2.0,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2002,2,0.25,4,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2002,2,0.5,4,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2002,2,-4.33333333333,3,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2002,2,-5.0,1,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2002,2,-5.0,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
SAN,2002,2,-10.1428571429,7,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SEA,2002,2,-4.4,10,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2002,2,-4.71428571429,7,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,2002,2,-8.0,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2002,2,-6.0,4,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2002,2,2.75,4,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2002,2,-11.0,1,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2002,2,-2.8,5,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2002,2,-7.5,10,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SWF,2002,2,-6.0,1,Stewart,Newburgh,NY,41.50409361,-74.10483833
TPA,2002,2,7.83333333333,6,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2002,2,-4.33333333333,3,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2002,2,-5.66666666667,3,Tucson International,Tucson,AZ,32.11608333,-110.9410278
ABQ,2003,2,-4.5,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ACV,2003,2,0.5,2,Arcata,Arcata/Eureka,CA,40.97811528,-124.1086189
ATL,2003,2,4.41379310345,29,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2003,2,32.8,5,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2003,2,-11.0,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2003,2,-6.0,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,2003,2,6.0,2,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,2003,2,1.0,2,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2003,2,-5.0,2,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2003,2,6.5,4,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BQK,2003,2,2.0,1,Glynco Jetport,Brunswick,GA,31.25902778,-81.46630556
BTV,2003,2,0.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2003,2,-7.0,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2003,2,-0.5,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2003,2,9.0,8,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CDC,2003,2,15.0,1,Cedar City Muni,Cedar City,UT,37.70097028,-113.098575
CHA,2003,2,-5.0,1,Lovell ,Chattanooga,TN,35.03526833,-85.20378778
CID,2003,2,16.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2003,2,15.0,9,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2003,2,8.16666666667,6,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2003,2,-6.2,5,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2003,2,12.0,2,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CRW,2003,2,4.5,2,Yeager,Charleston,WV,38.37315083,-81.59318972
CSG,2003,2,-4.0,1,Columbus Metropolitan,Columbus,GA,32.51633333,-84.93886111
CVG,2003,2,28.3333333333,6,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2003,2,6.14285714286,7,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2003,2,-6.16666666667,6,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2003,2,-3.4,10,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2003,2,-4.38095238095,21,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,2003,2,30.0,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2003,2,-7.33333333333,9,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2003,2,21.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2003,2,-4.88888888889,9,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2003,2,49.5,4,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FWA,2003,2,25.0,1,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GPT,2003,2,-15.0,1,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
GRB,2003,2,29.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRR,2003,2,89.5,2,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GTR,2003,2,5.0,1,Golden Triangle Regional,Columbus-Starkville-West Point,MS,33.45033444,-88.59136861
HOU,2003,2,-4.83333333333,6,William P Hobby,Houston,TX,29.64541861,-95.27888889
HSV,2003,2,9.0,2,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2003,2,-9.16666666667,6,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2003,2,6.25,8,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2003,2,0.0,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
ILM,2003,2,-13.0,1,Wilmington International,Wilmington,NC,34.27061111,-77.90255556
IND,2003,2,25.0,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2003,2,-20.0,1,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAN,2003,2,1.5,2,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2003,2,22.0,1,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2003,2,-8.25,4,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2003,2,-0.777777777778,18,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2003,2,14.5789473684,19,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LEX,2003,2,-5.0,1,Blue Grass ,Lexington,KY,38.03697222,-84.60538889
LGA,2003,2,2.75,4,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2003,2,12.0,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,2003,2,-9.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
MCI,2003,2,-7.66666666667,3,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2003,2,-2.8,5,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2003,2,22.625,8,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MGM,2003,2,35.0,1,Montgomery Regional Apt,Montgomery,AL,32.30064417,-86.39397611
MHT,2003,2,-1.0,2,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2003,2,18.4285714286,7,Miami International,Miami,FL,25.79325,-80.29055556
MLB,2003,2,7.0,1,Melbourne International ,Melbourne,FL,28.10275,-80.64580556
MRY,2003,2,-21.0,1,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSN,2003,2,-4.0,2,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2003,2,6.9,10,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2003,2,0.6,5,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
MYR,2003,2,-20.0,1,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333
OAK,2003,2,19.5,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2003,2,-10.0,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2003,2,-10.5,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2003,2,-7.5,2,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2003,2,15.04,25,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2003,2,-14.0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2003,2,-6.0,4,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2003,2,78.3333333333,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2003,2,0.625,8,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2003,2,-0.2,5,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIH,2003,2,0.0,1,Pocatello Regional,Pocatello,ID,42.91130556,-112.5958611
PIT,2003,2,12.3,10,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,2003,2,-8.0,1,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2003,2,-7.0,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,2003,2,-6.0,2,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RAP,2003,2,6.0,1,Rapid City Regional,Rapid City,SD,44.04532139,-103.0573708
RDU,2003,2,0.75,8,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2003,2,11.5,2,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2003,2,-2.66666666667,3,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2003,2,-15.0,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2003,2,40.5,2,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2003,2,-1.11111111111,9,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2003,2,4.0,1,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SAV,2003,2,-12.5,2,Savannah International,Savannah,GA,32.12758333,-81.20213889
SBP,2003,2,-1.0,1,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,35.23705806,-120.6423931
SEA,2003,2,16.1111111111,9,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2003,2,5.8,15,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,2003,2,48.0,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2003,2,1.66666666667,3,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2003,2,-2.0,10,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2003,2,0.8,5,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2003,2,1.0,5,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2003,2,-7.81818181818,11,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TPA,2003,2,5.0,3,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2003,2,18.0,4,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2003,2,-4.0,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
ABQ,2004,2,-2.0,1,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
AGS,2004,2,11.0,1,Bush ,Augusta,GA,33.369955,-81.96449611
ALB,2004,2,6.0,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2004,2,11.0303030303,33,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2004,2,3.0,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2004,2,4.0,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2004,2,-3.0,3,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BMI,2004,2,111.0,1,Central Illinois Regional,Bloomington,IL,40.47798556,-88.91595278
BNA,2004,2,-1.4,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2004,2,41.0,1,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2004,2,-5.14285714286,7,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2004,2,-1.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2004,2,4.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2004,2,9.0,5,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2004,2,10.0,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2004,2,-2.58333333333,12,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CAE,2004,2,14.0,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CHA,2004,2,-10.0,3,Lovell ,Chattanooga,TN,35.03526833,-85.20378778
CHO,2004,2,-1.0,1,Charlottesville-Albermarle,Charlottesville,VA,38.13863889,-78.45286111
CLE,2004,2,-8.5,2,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2004,2,-2.06666666667,15,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2004,2,12.2,5,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CRP,2004,2,9.5,2,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CRW,2004,2,-12.0,1,Yeager,Charleston,WV,38.37315083,-81.59318972
CVG,2004,2,10.7,20,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAB,2004,2,-1.0,1,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
DAL,2004,2,0.8,5,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2004,2,-3.125,8,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2004,2,-6.5,12,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2004,2,12.36,25,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DHN,2004,2,-5.0,1,Dothan ,Dothan,AL,31.32133917,-85.44962889
DTW,2004,2,0.3,10,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2004,2,15.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EUG,2004,2,6.0,1,Mahlon Sweet ,Eugene,OR,44.12326,-123.2186856
EWR,2004,2,10.4545454545,11,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,2004,2,31.0,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FCA,2004,2,21.5,2,Glacier Park Intl,Kalispell,MT,48.31140472,-114.2550694
FLL,2004,2,5.0,7,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FWA,2004,2,-5.0,2,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
GEG,2004,2,1.66666666667,3,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GPT,2004,2,-22.0,1,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
GRB,2004,2,-8.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRR,2004,2,11.0,3,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,2004,2,-3.33333333333,3,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,2004,2,13.6,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2004,2,-4.0,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
HRL,2004,2,-5.0,1,Valley International,Harlingen,TX,26.22850611,-97.65439389
HSV,2004,2,-1.5,8,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2004,2,8.375,8,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2004,2,-3.21428571429,14,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IDA,2004,2,21.0,1,Idaho Falls Regional,Idaho Falls,ID,43.51455556,-112.0701667
IND,2004,2,0.0,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2004,2,-5.0,3,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JFK,2004,2,2.85714285714,7,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2004,2,1.35714285714,14,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2004,2,2.7619047619,21,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2004,2,22.6923076923,13,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,2004,2,-2.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
MCI,2004,2,-1.0,2,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2004,2,3.5625,16,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2004,2,1.33333333333,3,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2004,2,-0.6,5,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2004,2,4.0,3,Memphis International,Memphis,TN,35.04241667,-89.97666667
MFR,2004,2,-12.0,1,Rogue Valley International,Medford,OR,42.37422778,-122.8734978
MGM,2004,2,-2.0,1,Montgomery Regional Apt,Montgomery,AL,32.30064417,-86.39397611
MHT,2004,2,-1.5,2,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2004,2,9.28571428571,7,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2004,2,39.6666666667,3,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MSP,2004,2,6.0,22,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2004,2,12.4,5,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
MYR,2004,2,38.0,1,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333
OAK,2004,2,0.75,8,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2004,2,2.66666666667,3,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2004,2,38.0,3,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2004,2,55.25,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2004,2,29.25,36,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2004,2,57.0,2,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2004,2,-2.0,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2004,2,3.0,6,Portland Intl,Portland,OR,45.58872222,-122.5975
PHF,2004,2,-19.5,2,Newport News/Williamsburg International,Newport News,VA,37.13189556,-76.4929875
PHL,2004,2,1.07142857143,14,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2004,2,6.0,11,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2004,2,3.25,4,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSP,2004,2,6.33333333333,3,Palm Springs International,Palm Springs,CA,33.82921556,-116.5062531
PVD,2004,2,-21.0,1,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RAP,2004,2,-6.0,1,Rapid City Regional,Rapid City,SD,44.04532139,-103.0573708
RDU,2004,2,-11.75,4,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2004,2,-4.66666666667,3,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2004,2,8.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROA,2004,2,-15.0,1,Roanoke Regional/ Woodrum ,Roanoke,VA,37.32546833,-79.97542833
ROC,2004,2,-7.0,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2004,2,24.0,1,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2004,2,12.5,8,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2004,2,58.3333333333,3,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SBN,2004,2,-10.0,1,South Bend Regional,South Bend,IN,41.70895361,-86.31847417
SDF,2004,2,-2.5,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2004,2,-3.6,10,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2004,2,38.0,7,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2004,2,-2.4,5,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2004,2,14.0,10,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2004,2,-2.0,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SMX,2004,2,0.0,1,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,34.89924833,-120.4575825
SNA,2004,2,5.16666666667,6,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SPS,2004,2,-18.0,1,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,33.98879611,-98.49189333
STL,2004,2,-1.125,8,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SWF,2004,2,1.0,1,Stewart,Newburgh,NY,41.50409361,-74.10483833
SYR,2004,2,15.5,2,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,2004,2,-2.0,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,2004,2,1.5,8,Tampa International ,Tampa,FL,27.97547222,-82.53325
TRI,2004,2,-4.5,2,Tri-Cities Regional,Bristol,TN,36.47521417,-82.40742056
TUL,2004,2,4.33333333333,3,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2004,2,17.5,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYR,2004,2,20.5,2,Tyler Pounds ,Tyler,TX,32.35413889,-95.40238611
TYS,2004,2,36.0,2,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
VLD,2004,2,-2.0,1,Valdosta Regional,Valdosta,GA,30.7825,-83.27672222
ABE,2005,2,49.0,2,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167
ABQ,2005,2,-2.66666666667,3,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ATL,2005,2,3.48484848485,33,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2005,2,-1.0,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2005,2,16.3333333333,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2005,2,-2.33333333333,3,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BMI,2005,2,2.0,1,Central Illinois Regional,Bloomington,IL,40.47798556,-88.91595278
BNA,2005,2,0.5,2,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2005,2,-7.0,2,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2005,2,11.25,8,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTV,2005,2,21.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2005,2,-4.0,1,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2005,2,-5.0,1,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2005,2,27.1818181818,11,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
BZN,2005,2,-3.0,1,Gallatin ,Bozeman,MT,45.77690139,-111.1530072
CAK,2005,2,85.0,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CHA,2005,2,21.0,1,Lovell ,Chattanooga,TN,35.03526833,-85.20378778
CHS,2005,2,-2.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CID,2005,2,-3.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2005,2,4.83333333333,6,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2005,2,3.28571428571,14,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2005,2,-5.6,5,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2005,2,0.333333333333,3,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CSG,2005,2,42.0,1,Columbus Metropolitan,Columbus,GA,32.51633333,-84.93886111
CVG,2005,2,4.4,15,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2005,2,4.0,7,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2005,2,1.0,1,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,2005,2,11.6666666667,6,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2005,2,-0.875,16,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2005,2,3.41666666667,24,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,2005,2,3.2,10,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2005,2,25.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EUG,2005,2,-7.0,1,Mahlon Sweet ,Eugene,OR,44.12326,-123.2186856
EVV,2005,2,-4.0,1,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
EWR,2005,2,3.72727272727,11,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,2005,2,2.5,2,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,2005,2,10.6666666667,12,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FSD,2005,2,15.0,1,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
GRB,2005,2,-5.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GSO,2005,2,11.0,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,2005,2,-10.0,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
GUC,2005,2,-4.0,1,Gunnison County,Gunnison,CO,38.53396333,-106.9331817
HOU,2005,2,3.0,6,William P Hobby,Houston,TX,29.64541861,-95.27888889
HSV,2005,2,-4.0,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2005,2,-4.91666666667,12,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2005,2,10.5,16,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2005,2,-10.0,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
ILM,2005,2,-14.0,1,Wilmington International,Wilmington,NC,34.27061111,-77.90255556
IND,2005,2,-1.0,2,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2005,2,-8.0,2,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAX,2005,2,-1.75,4,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2005,2,7.1,10,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2005,2,8.88888888889,18,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2005,2,23.1428571429,14,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2005,2,36.0,8,LaGuardia,New York,NY,40.77724306,-73.87260917
